序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_source,gold_version
73,G3-R-E094-H1,G3-E094,603986-H1,兆易创新,603986,芯片半导体,2026-03-31T00:00:00+08:00,存储与 MCU 需求随消费电子与工业复苏回升，库存周期见底,兆易创新2025年年度报告,http://static.cninfo.com.cn/finalpage/2026-03-31/1225061352.PDF,2-间接相关,是,"第2页：本次实际参与利润分配的股份为700,499,431股，以此为基数，公司本次合计拟派发现 金红利人民币525,374,573.25元， 占公司2025年度合并财务报表归属上市公司股东净利润的31.88% 。公司本次现金分红以人民币计值和宣布，以人民币向A股股东支付，以港币向H股股东支付。H 股股息折算之实际金额，将按照公司2025年度股东会召开当日中国人民银行公布的人民币兑换港 币的汇率中间价计算。 2025年度，公司不进行资本公积金转增股本，不送红股。 公司回购专用证券账户中的股份不参与本次利润分配。公司本次董事会审议通过之日起至实 施权益分派的股权登记日期间，因股份增发、股份回购、股票期权行…",2025年收入同比增长25.12%可间接反映存储与MCU需求恢复，但未直接披露下游行业需求、出货量或库存周期，故为间接相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
74,G3-R-E075-H1,G3-E075,603259-H1,药明康德,603259,医药,2026-04-28T00:00:00+08:00,CXO 订单与在手订单随全球创新药研发投入回暖恢复增长,2026年第一季度报告,http://static.cninfo.com.cn/finalpage/2026-04-28/1225200544.PDF,3-直接相关,是,"第2页：客户从药物发现、开发 到生产的服务需求。 一、主要财务数据 （一）主要会计数据和财务指标 单位：元 币种：人民币 项目 本报告期 上年同期 本报告期比上年同 期增减变动幅度(%) 营业收入 12,435,776,568.29 9,654,595,304.28 28.81 利润总额 5,607,280,256.21 4,279,893,550.88 31.01 归属于上市公司股东的净利润 4,651,517,987.76 3,671,960,950.47 26.68 归属于上市公司股东的扣除非 经常性损益的净利润 4,275,624,429.82 2,329,266,627.00 83.56 经…",一季度报告直接披露持续经营业务在手订单同比增长23.6%，与H1核心变量完全对应，无需额外业务前提。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
75,G3-R-E073-H1,G3-E073,002594-H1,比亚迪,002594,新能源汽车,2025-10-09T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2025年9月产销快报,http://static.cninfo.com.cn/finalpage/2025-10-09/1224697528.PDF,3-直接相关,是,"第1页：没有虚假记载、误导性陈述或重大遗漏。 比亚迪股份有限公司(以下简称“本公司”)2025年9月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 405,554 441,052 3,213,569 2,760,910 16.40% 396,270 419,426 3,260,146 2,747,875 18.64% -乘用车 402,008 439,229 3,171,466 2,749,436 15.35% 393,060 417,603 3,218,862 2,736,401 17.63%…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
76,G3-R-E098-H3,G3-E098,00175-H3,吉利汽车,00175,新能源汽车,2024-02-01T17:06:22+08:00,品牌与平台整合按计划推进，不出现大额整合损失,未经审核之二零二四年一月销量,http://static.cninfo.com.cn/finalpage/2024-02-01/1219065223.PDF,1-弱相关,否,"第1页：LE HOLDINGS LIMITED 未經審核之二零二四年一月銷量 吉利汽車控股有限公司(「本公司」，連同其附屬公司統稱為「本集團」）董事會欣然宣佈， 本集團於二零二四 年一月之總銷量為213,487 部汽車，較去年同期增長約 110%，為本集團 歷史新高。詳細如下： 品牌 本月 （部） 去年同期 （部） 同比變動 (%) 今年累計 （部） 去年同期累計 （部） 同比變動 (%) 吉利 172,774 87,255 98 172,774 87,255 98 其中：銀河 19,223 - - 19,223 - - 極氪 12,537 3,116 302 12,537 3,116 302 領克附…",分品牌销量创新高并不披露平台整合进度、协同或损失，不能单独证明H3，故弱相关且路径不成立。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
77,G3-R-E070-H2,G3-E070,600276-H2,恒瑞医药,600276,医药,2024-04-10T00:00:00+08:00,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,恒瑞医药关于获得药物临床试验批准通知书的公告,http://static.cninfo.com.cn/finalpage/2024-04-10/1219549275.PDF,1-弱相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2024-032 江苏恒瑞医药股份有限公司 关于获得药物临床试验批准通知书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）及子公司上海盛迪 医药有限公司、广东恒瑞医药有限公司收到国家药品监督管理局（以下简称“国 家药监局”）核准签发关于 HRS-9231 注射液、SHR-4597 吸入剂和 SHR-2173 注 射液的《药物临床试验批准通知书》，将于近期开展临床试验。现将相关情况公 告如下： 一…,临床批准距离上市销售、创新药占比提升和毛利率影响仍有多个阶段，对H2仅为弱前置指标，不能作为间接核心证据。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
78,G3-R-E012-H1,G3-E012,00175-H1,吉利汽车,00175,新能源汽车,2025-06-01T18:06:28+08:00,新能源车型销量放量带动整体销量增长，出口贡献增量,未经审核之二零二五年五月销量,http://static.cninfo.com.cn/finalpage/2025-06-01/1223738489.PDF,3-直接相关,是,"第1页：186 135,289 239 極氪 18,908 18,616 2 74,038 67,764 9 領克 27,630 21,778 27 127,827 101,561 26 235,208 160,658 46 1,173,144 789,645 49 其中： 純電動(BEVs) 95,040 34,190 178 425,924 149,947 184 插電式混動(PHEVs) 42,981 24,483 76 176,860 104,279 70 其中： 出口 30,017 37,495 -20 144,103 163,601 -12",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
79,G3-R-E033-H3,G3-E033,603259-H3,药明康德,603259,医药,2024-03-09T00:00:00+08:00,新增产能与地缘政治风险可控，海外基地建设按计划推进,关于回购注销部分股票通知债权人的公告,http://static.cninfo.com.cn/finalpage/2024-03-09/1219267101.PDF,0-无关,否,第1页：1 证券代码：603259 证券简称：药明康德 公告编号：临 2024-022 无锡药明康德新药开发股份有限公司 关于回购注销部分股票通知债权人的公告 公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 2023 年 5 月 31 日，无锡药明康德新药开发股份有限公司（以下简称“本公 司”或“公司”）召开2022 年年度股东大会、2023 年第一次 A 股类别股东会议 和2023 年第一次 H 股类别股东会议，审议通过了《关于给予董事会回购公司A 股和/或 H 股股份一般性授权的议案》 ，授权董事会按照所适用的法律法,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
80,G3-R-E014-H3,G3-E014,09868-H3,小鹏汽车,09868,新能源汽车,2024-04-02T12:07:33+08:00,研发与产能投入可持续，现金流不出现明显恶化,自愿公告 2024年3月及第一季度智能车交付数据,http://static.cninfo.com.cn/finalpage/2024-04-02/1219499685.PDF,1-弱相关,否,"第1页：Peng Inc. （「本公司」或「小鵬汽車」）之董事會欣然宣佈其2024年3月及第一季度 車輛交付數據。 2024年3月，小鵬汽車共交付智能電動汽車9,026輛，環比增長99%，同比增長29%。其 中，小鵬X9交付3,946輛，上市以來累計交付近8000輛，蟬聯中國純電MPV銷量冠軍。 2024年第一季度，小鵬汽車累計交付共21,821輛智能電動車，同比增長20%。 此外，XNGP城區智駕月度活躍用戶滲透率達82%，無限XNGP向智駕經驗用戶開放規 模在中國持續擴大。此外，經過小鵬團隊多輪安全測試認證的XNGP全量開放路線也在 持續增加中，以提供更優質的用戶體驗。 2024年3月，小鵬汽車宣…",交付增长与公司整体经营同主题，但公告未披露研发投入、产能投资、经营现金流或资金可持续性，不能建立到H3的有效关系路径。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
81,G3-R-E047-H2,G3-E047,600276-H2,恒瑞医药,600276,医药,2026-02-06T00:00:00+08:00,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,恒瑞医药关于药品上市许可申请获受理的提示性公告,http://static.cninfo.com.cn/finalpage/2026-02-06/1224968189.PDF,1-弱相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-021 江苏恒瑞医药股份有限公司 关于药品上市许可申请获受理的提示性公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）下发的《受理通知书》，公司 HR091506 片 的上市许可申请获国家药监局受理。现将相关情况公告如下： 一、药品的基本情况 药品名称：HR091506 片 剂型：片剂 受理号：CXHS2600022、CXHS2600023…,申请受理距离获批、商业化、产品结构变化和毛利率影响仍有多个阶段，对H2仅为弱前置指标，不能评级为间接核心证据。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
82,G3-R-E060-H1,G3-E060,002594-H1,比亚迪,002594,新能源汽车,2024-12-02T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,2024年11月产销快报,http://static.cninfo.com.cn/finalpage/2024-12-02/1221902564.PDF,3-直接相关,是,"第1页：限公司(以下简称“本公司”)2024年11月产销快报数据如下： 单位：辆 产量 销量 项目类别 本月 去年同期 本年累计 去年累计 累计同 比 本月 去年同期 本年累计 去年累计 累计同比 新能源汽车 540,588 316,510 3,837,632 2,736,259 40.25% 506,804 301,903 3,757,336 2,683,374 40.02% -乘用车 536,926 315,985 3,820,365 2,725,555 40.17% 504,003 301,378 3,740,930 2,672,728 39.97% -纯电动 208,859 172,746 1…",候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
83,G3-R-E049-H1,G3-E049,002594-H1,比亚迪,002594,新能源汽车,2024-03-02T00:00:00+08:00,新能源汽车销量保持增长，出口占比提升对冲国内价格压力,关于持股5%以上股东部分股份质押的公告,http://static.cninfo.com.cn/finalpage/2024-03-02/1219219982.PDF,0-无关,否,第1页：证券代码：002594 证券简称：比亚迪 公告编号：2024-016 比亚迪股份有限公司 关于持股5%以上股东部分股份质押的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或重大遗漏。 比亚迪股份有限公司（以下简称“本公司”或“公司”）于近日收到公司持 股5%以上的股东融捷投资控股集团有限公司（以下简称“融捷投资控股”）的通 知，获悉其将所持有本公司的部分股份办理质押手续。本次股份质押的具体情况 如下： 一、股东部分股份质押的基本情况 股东 名称 是否为 控股股 东或第 一大股 东及其 一致行 动人 本次质押股份 数量（股） 占其所 持股份 比例 占公,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
84,G3-R-E029-H1,G3-E029,600276-H1,恒瑞医药,600276,医药,2026-05-12T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于与百时美施贵宝公司签署战略合作及许可协议的公告,http://static.cninfo.com.cn/finalpage/2026-05-12/1225300018.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-071 江苏恒瑞医药股份有限公司 关于与百时美施贵宝公司 签署战略合作及许可协议的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 江苏恒瑞医药股份有限公司（以下简称“公司”或“恒瑞”）与百时美施贵 宝公司（以下简称“BMS”）达成全球战略合作及许可协议，共同推进 13 款涵盖 肿瘤学、血液学及免疫学的早期项目，以加速创新药物研发，惠及全球患者。详 情如下： 一、交易对方基本信息 BMS 是一家全球性的生物制药公司，总部位于美国新泽西州，在…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
85,G3-R-E100-H3,G3-E100,603986-H3,兆易创新,603986,芯片半导体,2026-05-27T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,兆易创新关于调整2024年股票期权激励计划相关事项的公告,http://static.cninfo.com.cn/finalpage/2026-05-27/1225331853.PDF,0-无关,否,第1页：兆易创新科技集团股份有限公司（以下简称“公司”）于 2026年 5月 26 日召开的第五届董事会第十二次会议审议通过《关于调整 2024年股票期权激励 计划相关事项的议案》，现将有关事项说明如下： 一、2024 年股票期权激励计划已履行的相关审批程序 1．2024年 4月 18日，公司第四届董事会第十八次会议审议通过了《关于< 兆易创新科技集团股份有限公司 2024年股票期权激励计划（草案）>及其摘要的 议案》《关于<兆易创新科技集团股份有限公司 2024年股票期权激励计划实施考 核管理办法>的议案》《关于提请股东大会授权董事会办理 2024年股票期权激励 计划相关事宜的议案》。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
